Subject,Start Time,End Time,Description
Winter 2023 Residency / VVM Weekly 7 = Media Fundamentals,2023-03-30 12:00:00-04:00,2023-03-30 13:00:00-04:00,"Topic: Winter 2023 Residency / VVM Weekly 7 = Media Fundamentals<br>Time: Mar 30, 2023 12:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/81109167821?pwd=bkRYbWJzTXlDYUluZkdrbDloR3h5dz09"">https://vaynerx.zoom.us/j/81109167821?pwd=bkRYbWJzTXlDYUluZkdrbDloR3h5dz09</a><br><br>Meeting ID: 811 0916 7821<br>Passcode: 11111<br>One tap mobile<br>+13052241968,,81109167821#,,,,*11111# US<br>+13092053325,,81109167821#,,,,*11111# US<br><br>Dial by your location<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>Meeting ID: 811 0916 7821<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kdHgtXZqBD"">https://vaynerx.zoom.us/u/kdHgtXZqBD</a>"
Winter 2023 Residency / CORE COMPS w Anna Norman & Hunter,2023-03-31 12:00:00-04:00,2023-03-31 13:00:00-04:00,"Topic: Winter 2023 Residency / CORE COMPS w Anna Norman &amp; Hunter<br>Time: Mar 31, 2023 12:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/89905250211?pwd=eFhPdEN2d2VDMjkvRGFpNFJKbDRydz09"">https://vaynerx.zoom.us/j/89905250211?pwd=eFhPdEN2d2VDMjkvRGFpNFJKbDRydz09</a><br><br>Meeting ID: 899 0525 0211<br>Passcode: 11111<br>One tap mobile<br>+13126266799,,89905250211#,,,,*11111# US (Chicago)<br>+16469313860,,89905250211#,,,,*11111# US<br><br>Dial by your location<br>        +1 312 626 6799 US (Chicago)<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>Meeting ID: 899 0525 0211<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kdrvVi6B1T"">https://vaynerx.zoom.us/u/kdrvVi6B1T</a>"
Winter 2023 Residency / Unlocking Insights to Amplify Content,2023-04-03 12:00:00-04:00,2023-04-03 13:00:00-04:00,"Topic: Winter 2023 Residency / Unlocking Insights to Amplify Content<br>Time: Apr 3, 2023 12:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/81388512163?pwd=RytvdThyMnhwVXRXSlFKQzFMNHNBdz09"">https://vaynerx.zoom.us/j/81388512163?pwd=RytvdThyMnhwVXRXSlFKQzFMNHNBdz09</a><br><br>Meeting ID: 813 8851 2163<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,81388512163#,,,,*11111# US (New York)<br>+16469313860,,81388512163#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>Meeting ID: 813 8851 2163<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kcHnyTgcuT"">https://vaynerx.zoom.us/u/kcHnyTgcuT</a>"
Winter 2023 Residency / Direct-to-Consumer Selling Strategies,2023-04-14 09:00:00-04:00,2023-04-14 10:00:00-04:00,"Topic: Winter 2023 Residency / Direct-to-Consumer Selling Strategies<br>Time: Apr 14, 2023 09:00 AM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/81896011587?pwd=WW5ad1FINHFaTWxzajI3RS9VM1FKZz09"">https://vaynerx.zoom.us/j/81896011587?pwd=WW5ad1FINHFaTWxzajI3RS9VM1FKZz09</a><br><br>Meeting ID: 818 9601 1587<br>Passcode: 11111<br>One tap mobile<br>+16694449171,,81896011587#,,,,*11111# US<br>+16699006833,,81896011587#,,,,*11111# US (San Jose)<br><br>Dial by your location<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 929 436 2866 US (New York)<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 646 931 3860 US<br>Meeting ID: 818 9601 1587<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kxjYxy7I"">https://vaynerx.zoom.us/u/kxjYxy7I</a>"
Winter 2023 Residency / VVM Weekly 8 = VVM Case Studies + Group Project Check-in,2023-04-06 12:00:00-04:00,2023-04-06 12:45:00-04:00,"Topic: Winter 2023 Residency / VVM Weekly 8 = VVM Case Studies + Group Project Check-in<br>Time: Apr 6, 2023 12:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/89301573421?pwd=VXVVcGRaVWtRWUhNNmpLbEhmSnF2QT09"">https://vaynerx.zoom.us/j/89301573421?pwd=VXVVcGRaVWtRWUhNNmpLbEhmSnF2QT09</a><br><br>Meeting ID: 893 0157 3421<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,89301573421#,,,,*11111# US (New York)<br>+16469313860,,89301573421#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>Meeting ID: 893 0157 3421<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kdt1CbCW7G"">https://vaynerx.zoom.us/u/kdt1CbCW7G</a>"
Winter 2023 Residency / Accessibility in Social Media,2023-04-11 12:00:00-04:00,2023-04-11 13:00:00-04:00,"Topic: Winter 2023 Residency / Accessibility in Social Media<br>Time: Apr 11, 2023 12:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/81263948716?pwd=UW5BMEI4WmtnRFd4UThnMWxqdVFZZz09"">https://vaynerx.zoom.us/j/81263948716?pwd=UW5BMEI4WmtnRFd4UThnMWxqdVFZZz09</a><br><br>Meeting ID: 812 6394 8716<br>Passcode: 11111<br>One tap mobile<br>+13092053325,,81263948716#,,,,*11111# US<br>+13126266799,,81263948716#,,,,*11111# US (Chicago)<br><br>Dial by your location<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>Meeting ID: 812 6394 8716<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kuBU97cTC"">https://vaynerx.zoom.us/u/kuBU97cTC</a>"
Winter 2023 Residency / LANDSCAPE: Traditional Media,2023-04-13 12:00:00-04:00,2023-04-13 13:00:00-04:00,"Topic: Winter 2023 Residency / LANDSCAPE: Traditional Media<br>Time: Apr 13, 2023 12:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/86076132550?pwd=RllIais1Zk5yNXhiaDRtNWxjYi80Zz09"">https://vaynerx.zoom.us/j/86076132550?pwd=RllIais1Zk5yNXhiaDRtNWxjYi80Zz09</a><br><br>Meeting ID: 860 7613 2550<br>Passcode: 11111<br>One tap mobile<br>+13092053325,,86076132550#,,,,*11111# US<br>+13126266799,,86076132550#,,,,*11111# US (Chicago)<br><br>Dial by your location<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>Meeting ID: 860 7613 2550<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kEfhiJHWz"">https://vaynerx.zoom.us/u/kEfhiJHWz</a>"
Winter 2023 Residency / FIRESIDE Chat w Recruitment!,2023-04-14 12:00:00-04:00,2023-04-14 13:00:00-04:00,"Topic: Winter 2023 Residency / FIRESIDE Chat w Recruitment!<br>Time: Apr 14, 2023 12:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/87931551473?pwd=cEdQRk04UUt1NWpicENBN3BLb214Zz09"">https://vaynerx.zoom.us/j/87931551473?pwd=cEdQRk04UUt1NWpicENBN3BLb214Zz09</a><br><br>Meeting ID: 879 3155 1473<br>Passcode: 11111<br>One tap mobile<br>+13052241968,,87931551473#,,,,*11111# US<br>+13092053325,,87931551473#,,,,*11111# US<br><br>Dial by your location<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>Meeting ID: 879 3155 1473<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kxLm0XQw"">https://vaynerx.zoom.us/u/kxLm0XQw</a>"
Winter 2023 Residency / Power of Reactive (fka Strategy in Consulting),2023-04-17 12:00:00-04:00,2023-04-17 13:00:00-04:00,"Topic: Winter 2023 Residency / Power of Reactive (fka Strategy in Consulting)<br>Time: Apr 17, 2023 12:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/81103620429?pwd=UWJwZ1VteVUzL29NNG5NeWtJMVVyZz09"">https://vaynerx.zoom.us/j/81103620429?pwd=UWJwZ1VteVUzL29NNG5NeWtJMVVyZz09</a><br><br>Meeting ID: 811 0362 0429<br>Passcode: 11111<br>One tap mobile<br>+13126266799,,81103620429#,,,,*11111# US (Chicago)<br>+13462487799,,81103620429#,,,,*11111# US (Houston)<br><br>Dial by your location<br>        +1 312 626 6799 US (Chicago)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 646 931 3860 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 929 436 2866 US (New York)<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>Meeting ID: 811 0362 0429<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kdx5Pz91nS"">https://vaynerx.zoom.us/u/kdx5Pz91nS</a>"
Winter 2023 Residency / VVM Weekly 10 =  VVM Group Project Presentations (2 HR),2023-04-20 12:00:00-04:00,2023-04-20 14:00:00-04:00,"Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/88365023130?pwd=bXc1NGdOemxUKzQzS3JvVndXV09ndz09"">https://vaynerx.zoom.us/j/88365023130?pwd=bXc1NGdOemxUKzQzS3JvVndXV09ndz09</a><br><br>Meeting ID: 883 6502 3130<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,88365023130#,,,,*11111# US (New York)<br>+12532050468,,88365023130#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 646 931 3860 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>Meeting ID: 883 6502 3130<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kbWcmLuZ5Z"">https://vaynerx.zoom.us/u/kbWcmLuZ5Z</a>"
Winter 2023 Residency / FIRESIDE Chat w Kaylen McNamara,2023-04-21 14:00:00-04:00,2023-04-21 15:00:00-04:00,"Topic: Winter 2023 Residency / FIRESIDE Chat w Kaylen McNamara<br>Time: Apr 21, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/85625090899?pwd=L3AxOXhNbGNTM3lhcmlhMW0wN2w0UT09"">https://vaynerx.zoom.us/j/85625090899?pwd=L3AxOXhNbGNTM3lhcmlhMW0wN2w0UT09</a><br><br>Meeting ID: 856 2509 0899<br>Passcode: 11111<br>One tap mobile<br>+13017158592,,85625090899#,,,,*11111# US (Washington DC)<br>+13052241968,,85625090899#,,,,*11111# US<br><br>Dial by your location<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 646 931 3860 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 929 436 2866 US (New York)<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>Meeting ID: 856 2509 0899<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kuLFB985l"">https://vaynerx.zoom.us/u/kuLFB985l</a>"
"Winter 2023 Residency / The Attention Landscape: History, Macro Overview, POE",2023-02-09 14:00:00-05:00,2023-02-09 15:00:00-05:00,"Hunter Durkin is inviting you to a scheduled Zoom meeting.<br><br>Topic: Winter 2023 Residency / The Attention Landscape: History, Macro Overview, POE<br>Time: Feb 9, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/86874386593?pwd=MDVFekt3Tjh6REZnaFV6RzQwRE50dz09"">https://vaynerx.zoom.us/j/86874386593?pwd=MDVFekt3Tjh6REZnaFV6RzQwRE50dz09</a><br><br>Meeting ID: 868 7438 6593<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,86874386593#,,,,*11111# US (New York)<br>+16469313860,,86874386593#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>Meeting ID: 868 7438 6593<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kbZtltX2Xd"">https://vaynerx.zoom.us/u/kbZtltX2Xd</a>"
Winter 2023 Residency / Media Math & Terminology ,2023-02-10 14:00:00-05:00,2023-02-10 15:00:00-05:00,"Hunter Durkin is inviting you to a scheduled Zoom meeting.<br><br>Topic: Winter 2023 Residency / Media Math &amp; Terminology<br>Time: Feb 10, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/85348452478?pwd=bzVyVXFYSVlrNU5vYmU5ai9Pc1pRQT09"">https://vaynerx.zoom.us/j/85348452478?pwd=bzVyVXFYSVlrNU5vYmU5ai9Pc1pRQT09</a><br><br>Meeting ID: 853 4845 2478<br>Passcode: 11111<br>One tap mobile<br>+16469313860,,85348452478#,,,,*11111# US<br>+19294362866,,85348452478#,,,,*11111# US (New York)<br><br>Dial by your location<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>Meeting ID: 853 4845 2478<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/krqb5vCW9"">https://vaynerx.zoom.us/u/krqb5vCW9</a>"
Winter 2023 Residency / Analytics Ethos,2023-02-13 14:00:00-05:00,2023-02-13 15:00:00-05:00,"Topic: Winter 2023 Residency / Analytics Ethos<br>Time: Feb 13, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/88691789447?pwd=MlFWNmpXNzlIUEx1SUpjVjMxREZBdz09"">https://vaynerx.zoom.us/j/88691789447?pwd=MlFWNmpXNzlIUEx1SUpjVjMxREZBdz09</a><br><br>Meeting ID: 886 9178 9447<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,88691789447#,,,,*11111# US (New York)<br>+16469313860,,88691789447#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>Meeting ID: 886 9178 9447<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kdV710kXMT"">https://vaynerx.zoom.us/u/kdV710kXMT</a>"
Winter 2023 Residency / Digital Advertising; Buying + Selling In Real Time,2023-02-14 14:00:00-05:00,2023-02-14 15:00:00-05:00,"Topic: Winter 2023 Residency / Digital Advertising; Buying + Selling In Real Time<br>Time: Feb 14, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/86150714863?pwd=SCtvZ09FRHUxMmd3MytqWitHWnFzdz09"">https://vaynerx.zoom.us/j/86150714863?pwd=SCtvZ09FRHUxMmd3MytqWitHWnFzdz09</a><br><br>Meeting ID: 861 5071 4863<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,86150714863#,,,,*11111# US (New York)<br>+16469313860,,86150714863#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>Meeting ID: 861 5071 4863<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kck2J9SwXM"">https://vaynerx.zoom.us/u/kck2J9SwXM</a>"
Winter 2023 Residency / Analytics Measurement,2023-02-16 14:00:00-05:00,2023-02-16 15:00:00-05:00,"Topic: Winter 2023 Residency / Analytics Measurement<br>Time: Feb 16, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/86215710743?pwd=YWl5bDJsTCsvTFMxcndYNkFSWW1TQT09"">https://vaynerx.zoom.us/j/86215710743?pwd=YWl5bDJsTCsvTFMxcndYNkFSWW1TQT09</a><br><br>Meeting ID: 862 1571 0743<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,86215710743#,,,,*11111# US (New York)<br>+16469313860,,86215710743#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>Meeting ID: 862 1571 0743<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kdfyHUrVSZ"">https://vaynerx.zoom.us/u/kdfyHUrVSZ</a>"
Winter 2023 Residency / Meta Family of Apps [PAID],2023-02-21 14:00:00-05:00,2023-02-21 15:00:00-05:00,"Topic: Winter 2023 Residency / Meta Family of Apps [PAID]<br>Time: Feb 21, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/89185422553?pwd=WjNYL1RlS2wxaFhjekFWNkVyRUV2Zz09"">https://vaynerx.zoom.us/j/89185422553?pwd=WjNYL1RlS2wxaFhjekFWNkVyRUV2Zz09</a><br><br>Meeting ID: 891 8542 2553<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,89185422553#,,,,*11111# US (New York)<br>+16469313860,,89185422553#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>Meeting ID: 891 8542 2553<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kK8hhQaoW"">https://vaynerx.zoom.us/u/kK8hhQaoW</a>"
Winter 2023 Residency / Meta / Objectives Overview,2023-02-23 14:00:00-05:00,2023-02-23 15:00:00-05:00,"Topic: Winter 2023 Residency / Meta / Objectives Overview<br>Time: Feb 23, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/88989943261?pwd=Q2RiZlNCV3lKdk9QVkZoTC8vMEtTZz09"">https://vaynerx.zoom.us/j/88989943261?pwd=Q2RiZlNCV3lKdk9QVkZoTC8vMEtTZz09</a><br><br>Meeting ID: 889 8994 3261<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,88989943261#,,,,*11111# US (New York)<br>+16469313860,,88989943261#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>Meeting ID: 889 8994 3261<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kcmV6YY2Ev"">https://vaynerx.zoom.us/u/kcmV6YY2Ev</a>"
